"id","parent_id","name","data"
"4257","4097","T-Shirts","{""id"":""4257"",""ordinal"":""9"",""name"":""T-Shirts"",""display_name"":"""",""created_at"":""2018-10-02 17:23:25"",""updated_at"":""2019-06-04 17:18:35"",""code"":""sports & outdoors > apparel > girls > outdoor recreation > t-shirts"",""parent_id"":""4097"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > girls > outdoor recreation"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""4078"",""level4"":""4097"",""level5"":""4257"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4310","4305","Shorts","{""id"":""4310"",""ordinal"":""5"",""name"":""Shorts"",""display_name"":"""",""created_at"":""2018-10-22 12:57:23"",""updated_at"":""2019-06-04 17:18:35"",""code"":""sports & outdoors > apparel > womens > basketball > shorts"",""parent_id"":""4305"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > womens > basketball"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3769"",""level4"":""4305"",""level5"":""4310"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4431","4430","Belts","{""id"":""4431"",""ordinal"":""1"",""name"":""Belts"",""display_name"":"""",""created_at"":""2019-05-07 11:03:08"",""updated_at"":""2019-06-04 17:18:37"",""code"":""jewellery & accessories > unisex > adult > accessories > belts"",""parent_id"":""4430"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > unisex > adult > accessories"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""4422"",""level3"":""4423"",""level4"":""4430"",""level5"":""4431"",""level6"":"""",""level7"":"""",""level8"":""""}"
"78","67","Shirts","{""id"":""78"",""ordinal"":""11"",""name"":""Shirts"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:40"",""code"":""apparel & footwear > girls > apparel > shirts"",""parent_id"":""67"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > girls > apparel"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""66"",""level3"":""67"",""level4"":""78"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"93","89","Loafers & Slip-Ons","{""id"":""93"",""ordinal"":""4"",""name"":""Loafers & Slip-Ons"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:40"",""code"":""apparel & footwear > girls > footwear > loafers & slip-ons"",""parent_id"":""89"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > girls > footwear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""66"",""level3"":""89"",""level4"":""93"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"115","105","Sets","{""id"":""115"",""ordinal"":""10"",""name"":""Sets"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > girls > school uniforms > sets"",""parent_id"":""105"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > girls > school uniforms"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""66"",""level3"":""105"",""level4"":""115"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3834","3776","Tanks/Tops","{""id"":""3834"",""ordinal"":""7"",""name"":""Tanks/Tops"",""display_name"":"""",""created_at"":""2017-10-19 15:14:54"",""updated_at"":""2019-06-04 17:18:28"",""code"":""sports & outdoors > apparel > womens > golf > tanks/tops"",""parent_id"":""3776"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > womens > golf"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3769"",""level4"":""3776"",""level5"":""3834"",""level6"":"""",""level7"":"""",""level8"":""""}"
"3932","3790","Long Sleeve Tops","{""id"":""3932"",""ordinal"":""3"",""name"":""Long Sleeve Tops"",""display_name"":"""",""created_at"":""2017-10-19 17:12:41"",""updated_at"":""2019-06-04 17:18:29"",""code"":""sports & outdoors > apparel > mens > yoga > long sleeve tops"",""parent_id"":""3790"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > mens > yoga"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3770"",""level4"":""3790"",""level5"":""3932"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4117","4080","Pants","{""id"":""4117"",""ordinal"":""4"",""name"":""Pants"",""display_name"":"""",""created_at"":""2018-10-02 16:47:22"",""updated_at"":""2019-06-04 17:18:33"",""code"":""sports & outdoors > apparel > boys > compression > pants"",""parent_id"":""4080"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > boys > compression"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""4077"",""level4"":""4080"",""level5"":""4117"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4179","4093","Tanks","{""id"":""4179"",""ordinal"":""6"",""name"":""Tanks"",""display_name"":"""",""created_at"":""2018-10-02 17:10:17"",""updated_at"":""2019-06-04 17:18:35"",""code"":""sports & outdoors > apparel > girls > cycling > tanks"",""parent_id"":""4093"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > girls > cycling"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""4078"",""level4"":""4093"",""level5"":""4179"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4252","4106","Shorts","{""id"":""4252"",""ordinal"":""5"",""name"":""Shorts"",""display_name"":"""",""created_at"":""2018-10-02 17:22:51"",""updated_at"":""2019-06-04 17:18:35"",""code"":""sports & outdoors > apparel > girls > compression > shorts"",""parent_id"":""4106"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > girls > compression"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""4078"",""level4"":""4106"",""level5"":""4252"",""level6"":"""",""level7"":"""",""level8"":""""}"
"101","89","Socks","{""id"":""101"",""ordinal"":""12"",""name"":""Socks"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > girls > footwear > socks"",""parent_id"":""89"",""logistic_class_code"":"""",""parent_code"":""apparel & footwear > girls > footwear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""2"",""level1"":""1"",""level2"":""66"",""level3"":""89"",""level4"":""101"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"167","162","Loafers & Slip-Ons","{""id"":""167"",""ordinal"":""5"",""name"":""Loafers & Slip-Ons"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > men's > footwear > loafers & slip-ons"",""parent_id"":""162"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > men's > footwear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""10"",""level1"":""1"",""level2"":""141"",""level3"":""162"",""level4"":""167"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"177","175","Other","{""id"":""177"",""ordinal"":""2"",""name"":""Other"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > men's > sleepwear & loungewear > other"",""parent_id"":""175"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > men's > sleepwear & loungewear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""141"",""level3"":""175"",""level4"":""177"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"187","186","Board Shorts","{""id"":""187"",""ordinal"":""1"",""name"":""Board Shorts"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > men's > swimwear > board shorts"",""parent_id"":""186"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > men's > swimwear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""4"",""level1"":""1"",""level2"":""141"",""level3"":""186"",""level4"":""187"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"210","209","Other","{""id"":""210"",""ordinal"":""1"",""name"":""Other"",""display_name"":"""",""created_at"":""2017-03-22 15:00:40"",""updated_at"":""2019-06-04 17:17:42"",""code"":""apparel & footwear > men's > work & safety > footwear > other"",""parent_id"":""209"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > men's > work & safety > footwear"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""141"",""level3"":""199"",""level4"":""209"",""level5"":""210"",""level6"":"""",""level7"":"""",""level8"":""""}"
"2394","2393","Anklets","{""id"":""2394"",""ordinal"":""1"",""name"":""Anklets"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:06"",""code"":""jewellery & accessories > girls > jewellery > anklets"",""parent_id"":""2393"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > girls > jewellery"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2353"",""level3"":""2393"",""level4"":""2394"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3630","3625","Wigs","{""id"":""3630"",""ordinal"":""4"",""name"":""Wigs"",""display_name"":"""",""created_at"":""2017-09-08 15:36:17"",""updated_at"":""2019-06-04 17:18:25"",""code"":""adult > womens > costumes > wigs"",""parent_id"":""3625"",""logistic_class_code"":""SLW"",""parent_code"":""adult > womens > costumes"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""3593"",""level2"":""3594"",""level3"":""3625"",""level4"":""3630"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3827","3775","T-shirts","{""id"":""3827"",""ordinal"":""7"",""name"":""T-shirts"",""display_name"":"""",""created_at"":""2017-10-19 15:10:21"",""updated_at"":""2019-06-04 17:18:28"",""code"":""sports & outdoors > apparel > womens > cricket > t-shirts"",""parent_id"":""3775"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > womens > cricket"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3769"",""level4"":""3775"",""level5"":""3827"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4133","4091","Long Sleeve Tops","{""id"":""4133"",""ordinal"":""4"",""name"":""Long Sleeve Tops"",""display_name"":"""",""created_at"":""2018-10-02 17:00:27"",""updated_at"":""2019-06-04 17:18:33"",""code"":""sports & outdoors > apparel > girls > afl > long sleeve tops"",""parent_id"":""4091"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > girls > afl"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""4078"",""level4"":""4091"",""level5"":""4133"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4364","4351","Safety","{""id"":""4364"",""ordinal"":""10"",""name"":""Safety"",""display_name"":"""",""created_at"":""2018-11-14 13:21:51"",""updated_at"":""2019-06-04 17:18:37"",""code"":""sports & outdoors > apparel > mens > motorcycle > safety"",""parent_id"":""4351"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > mens > motorcycle"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3770"",""level4"":""4351"",""level5"":""4364"",""level6"":"""",""level7"":"""",""level8"":""""}"
"25","20","Other","{""id"":""25"",""ordinal"":""5"",""name"":""Other"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:40"",""code"":""apparel & footwear > boys > footwear > other"",""parent_id"":""20"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > boys > footwear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""6"",""level1"":""1"",""level2"":""2"",""level3"":""20"",""level4"":""25"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"38","33","Other","{""id"":""38"",""ordinal"":""5"",""name"":""Other"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:40"",""code"":""apparel & footwear > boys > school uniforms > other"",""parent_id"":""33"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > boys > school uniforms"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""2"",""level3"":""33"",""level4"":""38"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"194","192","Briefs","{""id"":""194"",""ordinal"":""2"",""name"":""Briefs"",""display_name"":"""",""created_at"":""2017-03-22 15:00:40"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > men's > underwear > briefs"",""parent_id"":""192"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > men's > underwear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""4"",""level1"":""1"",""level2"":""141"",""level3"":""192"",""level4"":""194"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"238","237","Costume Sets","{""id"":""238"",""ordinal"":""1"",""name"":""Costume Sets"",""display_name"":"""",""created_at"":""2017-03-22 15:00:40"",""updated_at"":""2019-06-04 17:17:42"",""code"":""apparel & footwear > women's > costumes > costume sets"",""parent_id"":""237"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > women's > costumes"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""3"",""level1"":""1"",""level2"":""215"",""level3"":""237"",""level4"":""238"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2435","2430","Ties","{""id"":""2435"",""ordinal"":""5"",""name"":""Ties"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > men's > accessories > ties & pocket squares > ties"",""parent_id"":""2430"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > men's > accessories > ties & pocket squares"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2402"",""level3"":""2403"",""level4"":""2430"",""level5"":""2435"",""level6"":"""",""level7"":"""",""level8"":""""}"
"2436","2403","Umbrellas","{""id"":""2436"",""ordinal"":""15"",""name"":""Umbrellas"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > men's > accessories > umbrellas"",""parent_id"":""2403"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > men's > accessories"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2402"",""level3"":""2403"",""level4"":""2436"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3850","3778","Shorts","{""id"":""3850"",""ordinal"":""6"",""name"":""Shorts"",""display_name"":"""",""created_at"":""2017-10-19 15:52:25"",""updated_at"":""2019-06-04 17:18:29"",""code"":""sports & outdoors > apparel > womens > rugby > shorts"",""parent_id"":""3778"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > womens > rugby"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3769"",""level4"":""3778"",""level5"":""3850"",""level6"":"""",""level7"":"""",""level8"":""""}"
"3863","3780","Jumper","{""id"":""3863"",""ordinal"":""3"",""name"":""Jumper"",""display_name"":"""",""created_at"":""2017-10-19 15:56:04"",""updated_at"":""2019-06-04 17:18:29"",""code"":""sports & outdoors > apparel > womens > tennis & racquet > jumper"",""parent_id"":""3780"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > womens > tennis & racquet"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3769"",""level4"":""3780"",""level5"":""3863"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4349","4340","Safety","{""id"":""4349"",""ordinal"":""9"",""name"":""Safety"",""display_name"":"""",""created_at"":""2018-11-14 13:17:10"",""updated_at"":""2019-06-04 17:18:35"",""code"":""sports & outdoors > apparel > womens > motorcycle > safety"",""parent_id"":""4340"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > womens > motorcycle"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3769"",""level4"":""4340"",""level5"":""4349"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4399","4397","Hoodies & Sweatshirts","{""id"":""4399"",""ordinal"":""2"",""name"":""Hoodies & Sweatshirts"",""display_name"":"""",""created_at"":""2019-05-06 14:39:32"",""updated_at"":""2019-06-04 17:18:37"",""code"":""apparel & footwear > unisex > adult > apparel > hoodies & sweatshirts"",""parent_id"":""4397"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > unisex > adult > apparel"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""4393"",""level3"":""4395"",""level4"":""4397"",""level5"":""4399"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4472","4471","Backpacks","{""id"":""4472"",""ordinal"":""1"",""name"":""Backpacks"",""display_name"":"""",""created_at"":""2019-05-07 11:37:34"",""updated_at"":""2019-06-04 17:18:39"",""code"":""jewellery & accessories > unisex > kids > bags > backpacks"",""parent_id"":""4471"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > unisex > kids > bags"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""4422"",""level3"":""4424"",""level4"":""4471"",""level5"":""4472"",""level6"":"""",""level7"":"""",""level8"":""""}"
"2404","2403","Belts","{""id"":""2404"",""ordinal"":""1"",""name"":""Belts"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:06"",""code"":""jewellery & accessories > men's > accessories > belts"",""parent_id"":""2403"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > men's > accessories"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""2"",""level1"":""2267"",""level2"":""2402"",""level3"":""2403"",""level4"":""2404"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2407","2405","Footwear","{""id"":""2407"",""ordinal"":""2"",""name"":""Footwear"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > men's > accessories > costume accessories > footwear"",""parent_id"":""2405"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > men's > accessories > costume accessories"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2402"",""level3"":""2403"",""level4"":""2405"",""level5"":""2407"",""level6"":"""",""level7"":"""",""level8"":""""}"
"2452","2451","Anklets","{""id"":""2452"",""ordinal"":""1"",""name"":""Anklets"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > men's > jewellery > anklets"",""parent_id"":""2451"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > men's > jewellery"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2402"",""level3"":""2451"",""level4"":""2452"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3874","3782","Pants","{""id"":""3874"",""ordinal"":""5"",""name"":""Pants"",""display_name"":"""",""created_at"":""2017-10-19 16:07:54"",""updated_at"":""2019-06-04 17:18:29"",""code"":""sports & outdoors > apparel > womens > yoga > pants"",""parent_id"":""3782"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > womens > yoga"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":""4"",""level1"":""2741"",""level2"":""3768"",""level3"":""3769"",""level4"":""3782"",""level5"":""3874"",""level6"":"""",""level7"":"""",""level8"":""""}"
"3903","3786","Pants","{""id"":""3903"",""ordinal"":""4"",""name"":""Pants"",""display_name"":"""",""created_at"":""2017-10-19 16:20:21"",""updated_at"":""2019-06-04 17:18:29"",""code"":""sports & outdoors > apparel > mens > training > pants"",""parent_id"":""3786"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > mens > training"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":""4"",""level1"":""2741"",""level2"":""3768"",""level3"":""3770"",""level4"":""3786"",""level5"":""3903"",""level6"":"""",""level7"":"""",""level8"":""""}"
